	GSM1077598	GSM1077599	GSM1077600	GSM1077601	GSM1077602	GSM1077603	GSM1077604	GSM1077605	GSM1077606	GSM1077607	GSM1077608	GSM1077609	GSM1077610	GSM1077611	GSM1077612	GSM1077613	GSM1077614	GSM1077615	GSM1077616	GSM1077617	GSM1077618	GSM1077619	GSM1077620	GSM1077621	GSM1077622	GSM1077623	GSM1077624	GSM1077625	GSM1077626	GSM1077627	GSM1077628	GSM1077629	GSM1077630	GSM1077631	GSM1077632	GSM1077633	GSM1077634	GSM1077635	GSM1077636	GSM1077637	GSM1077638	GSM1077639	GSM1077640	GSM1077641	GSM1077642	GSM1077643	GSM1077644	GSM1077645	GSM1077646	GSM1077647	GSM1077648	GSM1077649	GSM1077650	GSM1077651	GSM1077652	GSM1077653	GSM1077654	GSM1077655	GSM1077656	GSM1077657	GSM1077658	GSM1077659	GSM1077660	GSM1077661	GSM1077662	GSM1077663	GSM1077664	GSM1077665	GSM1077666	GSM1077667	GSM1077668	GSM1077669	GSM1077670	GSM1077671	GSM1077672	GSM1077673	GSM1077674	GSM1077675	GSM1077676	GSM1077677	GSM1077678	GSM1077679	GSM1077680	GSM1077681	GSM1077682	GSM1077683	GSM1077684	GSM1077685	GSM1077686	GSM1077687	GSM1077688	GSM1077689	GSM1077690	GSM1077691	GSM1077692	GSM1077693	GSM1077694	GSM1077695	GSM1077696	GSM1077697	GSM1077698	GSM1077699	GSM1077700	GSM1077701	GSM1077702	GSM1077703	GSM1077704	GSM1077705	GSM1077706	GSM1077707	GSM1077708	GSM1077709	GSM1077710	GSM1077711	GSM1077712	GSM1077713	GSM1077714	GSM1077715	GSM1077716	GSM1077717	GSM1077718	GSM1077719	GSM1077720	GSM1077721	GSM1077722	GSM1077723	GSM1077724	GSM1077725	GSM1077726	GSM1077727	GSM1077728	GSM1077729	GSM1077730	GSM1077731	GSM1077732	GSM1077733	GSM1077734	GSM1077735	GSM1077736	GSM1077737	GSM1077738	GSM1077739	GSM1077740	GSM1077741	GSM1077742	GSM1077743	GSM1077744	GSM1077745	GSM1077746	GSM1077747	GSM1077748	GSM1077749	GSM1077750	GSM1077751	GSM1077752	GSM1077753	GSM1077754	GSM1077755	GSM1077756	GSM1077757	GSM1077758	GSM1077759	GSM1077760	GSM1077761	GSM1077762	GSM1077763	GSM1077764	GSM1077765	GSM1077766	GSM1077767	GSM1077768	GSM1077769	GSM1077770	GSM1077771	GSM1077772	GSM1077773	GSM1077774	GSM1077775	GSM1077776	GSM1077777	GSM1077778	GSM1077779	GSM1077780	GSM1077781	GSM1077782	GSM1077783	GSM1077784	GSM1077785	GSM1077786	GSM1077787	GSM1077788	GSM1077789	GSM1077790	GSM1077791	GSM1077792	GSM1077793	GSM1077794	GSM1077795	GSM1077796	GSM1077797	GSM1077798	GSM1077799	GSM1077800	GSM1077801	GSM1077802	GSM1077803	GSM1077804	GSM1077805	GSM1077806	GSM1077807	GSM1077808	GSM1077809	GSM1077810	GSM1077811	GSM1077812	GSM1077813	GSM1077814	GSM1077815	GSM1077816	GSM1077817	GSM1077818	GSM1077819	GSM1077820	GSM1077821	GSM1077822	GSM1077823	GSM1077824	GSM1077825	GSM1077826	GSM1077827	GSM1077828	GSM1077829	GSM1077830	GSM1077831	GSM1077832	GSM1077833	GSM1077834	GSM1077835	GSM1077836	GSM1077837	GSM1077838	GSM1077839	GSM1077840	GSM1077841	GSM1077842	GSM1077843
AKT1	6.70314796747968	6.62541463414634	7.15417154471545	6.56750081300812	6.76852195121951	6.78420569105691	6.76185203252032	6.65260162601625	6.5137081300813	6.71140569105691	6.55920853658537	6.69270691056911	6.73482073170732	6.75646341463415	6.43970569105691	6.52252073170731	6.60648333333333	6.23630487804878	6.93717642276423	6.71310162601626	6.37027357723577	6.37294715447154	6.78522967479675	6.4743756097561	6.45653943089431	6.66098780487805	6.70396788617886	6.1567081300813	6.55740447154472	6.54143536585366	6.65428617886178	6.4574912601626	6.63888617886179	6.68193597560975	6.81615975609756	6.69527337398374	6.55300325203252	6.8128424796748	6.72297113821138	6.33434369918699	6.6674343495935	6.48231056910568	6.57388861788618	6.78843272357724	6.5115325203252	6.76897682926829	6.56324065040651	6.73868739837398	6.72818414634146	6.55920853658537	6.66445853658537	6.96057276422764	6.82501016260163	6.67596097560975	6.3860418699187	6.36807642276423	6.78088028455284	7.02878089430894	6.95382195121952	6.64383008130081	6.86905284552845	6.99757032520325	6.80354105691057	6.86542764227643	6.58007235772358	6.48278048780488	6.92417276422764	6.65260162601625	6.5441674796748	6.67286585365854	6.7412743902439	7.02260487804878	7.2104731707317	6.92584308943089	6.95382195121952	6.81307357723577	5.95432235772357	6.72732967479674	6.71565162601626	6.86184390243902	6.5736737804878	6.65608780487805	6.48495243902439	6.70252032520325	6.93586829268293	6.88012764227642	6.56662398373984	7.01085182926829	6.74442682926829	6.6790337398374	6.92112804878048	7.03714796747967	6.6003524390244	6.79391869918699	6.6975825203252	6.56049674796748	7.25082845528455	6.40331300813008	6.64159837398374	6.82282723577236	6.67195081300812	6.71521585365854	6.75516585365853	6.54543089430895	6.80981138211382	6.83747276422764	6.65839471544715	6.38283658536585	7.13902195121951	6.8415593495935	7.6324174796748	6.54191138211382	6.86857682926829	6.99371097560976	6.83320487804878	6.65340569105691	6.76897682926829	6.8752081300813	6.69934390243902	6.66323861788617	6.91006829268293	6.78109674796748	6.52610284552845	6.92754146341463	6.69375569105691	6.67926219512195	6.51240731707317	6.54255223577236	6.72297113821138	6.49137235772358	6.65408272357723	7.01017764227642	6.60729512195122	6.77568943089431	6.55631199186992	6.78725650406504	6.99141951219512	6.68129796747968	6.50259105691057	7.02581300813009	6.84553902439024	6.75559512195122	6.59910569105692	6.52252073170731	6.55830040650406	6.40693455284553	6.65633617886179	6.59336910569106	6.49733130081301	7.29751219512196	6.37827032520325	6.62214634146342	6.74442682926829	6.74307357723578	6.31677357723577	7.10045487804878	6.51500853658536	7.23524308943089	6.40142235772358	6.83188821138211	7.06016341463415	6.52432073170732	7.76591300813008	6.52299146341464	6.97269837398374	6.07885569105691	6.53923617886179	5.98431707317074	7.06371422764227	6.82013211382114	6.52916422764227	6.47654390243903	6.62214634146342	6.24414674796748	6.89297926829268	6.71310162601626	7.00024674796748	6.48668130081301	7.19283617886179	6.49116300813008	6.42983130081301	7.0430662601626	7.35973414634147	6.61669735772357	6.38510365853658	6.5441674796748	6.58709613821138	7.12032154471545	6.049	6.73503028455285	7.23865325203252	6.43664918699188	6.66362682926829	6.81574634146341	6.14575548780488	6.920931300813	6.06967926829268	6.876618699187	7.00799674796748	6.82583170731707	6.15208983739837	6.69527337398374	6.93506829268293	6.42316951219513	6.61226524390243	6.67771544715447	6.8254069105691	7.00454430894309	6.61203048780488	6.53047235772358	6.68734390243902	6.83274918699187	7.12959796747968	7.282525	6.77480528455285	6.63763983739837	6.74485975609756	6.5683593495935	6.4262731707317	6.87207032520325	6.87162357723577	6.63845772357724	6.59027154471545	6.47141300813008	6.22409146341463	6.52030040650406	6.53196036585366	6.61450345528455	6.15552581300813	6.18300325203252	6.49733130081301	6.76337520325203	6.99540609756098	6.23784349593496	6.77938780487805	6.49230487804878	6.42707357723577	6.62301707317073	7.14390040650407	7.15813617886179	7.07827804878049	6.99586788617886	7.30678577235773	6.49360772357724	6.65301341463414	6.52824715447154
AR	3.19756829268293	3.5390487804878	3.0469930894309	3.06175548780488	3.36109552845528	3.43628170731707	3.62802113821138	4.41793983739837	3.15158902439024	3.11755040650406	3.55505528455285	3.09116239837398	3.36331788617886	3.06459390243902	3.23310203252033	4.70457682926829	4.56236422764228	3.84381341463414	4.69068333333333	2.82733617886179	3.29037926829268	3.31880243902439	4.69190365853659	3.02815934959349	3.69703800813008	4.18115975609756	3.30206544715447	3.31824817073171	3.46275162601626	3.32387520325203	3.25869471544716	3.48438658536585	3.35828089430894	3.71445934959349	3.86693861788618	3.06714430894309	4.52702723577236	3.15649959349594	3.32968292682927	3.57253130081301	3.65702601626016	3.1423180894309	3.28483008130081	3.17518536585366	2.97406890243902	3.68932398373984	3.15666727642277	3.46855487804878	3.38336036585366	3.17450203252033	3.18937113821138	3.37179837398374	3.27004959349593	3.19569674796748	3.23782276422764	3.67183699186992	3.38868800813008	3.99188008130081	3.52954918699187	3.29649390243903	3.25749207317073	3.78257967479675	3.55274634146341	3.22291951219512	3.23152235772358	3.93004756097561	3.47568008130081	4.03947195121951	3.20395325203252	3.61316707317073	3.37381707317073	3.77622479674797	4.81324024390244	3.3745837398374	3.29300487804878	3.55551138211382	3.67600447154471	3.36048821138211	3.61458983739838	3.95399593495935	3.43304349593496	3.59764837398374	3.06305162601626	3.57141138211382	3.5002662601626	3.78635487804878	3.49935040650407	3.94386077235772	3.39430853658537	3.56045447154471	3.7820662601626	3.15786829268293	3.45309756097561	4.04393739837398	3.69368739837398	3.44236138211382	3.58570569105691	3.44408211382114	3.55180406504065	3.80361056910569	3.92219146341463	3.48704349593496	3.28961504065041	3.29630325203252	4.01907357723577	3.5214662601626	3.78689227642276	4.24733780487805	3.63045853658537	3.44609634146341	5.02805	3.54308780487805	3.87190203252033	4.16103983739837	3.72063130081301	3.71958414634146	3.50075609756098	3.54400243902439	3.23816097560976	3.64946707317073	3.32814634146341	3.74275609756097	3.38537032520325	3.46405772357723	3.4298256097561	4.01961382113821	3.65305447154471	3.21313943089431	4.26532804878049	4.74435691056911	3.76406097560976	3.50781951219512	3.43584349593496	3.86139715447154	3.55180406504065	3.59163597560976	3.53291382113821	3.34312479674797	2.73291829268293	3.7784430894309	3.77733211382114	3.49484430894309	3.56299857723577	3.48208231707317	3.83810365853659	4.30963455284553	3.40013902439024	3.56610772357724	3.61127886178862	3.49180772357724	3.29115	3.27730691056911	3.21003943089431	3.30717276422764	3.25713150406504	3.53431727642276	3.37965284552846	3.69271544715447	3.40795609756098	3.12854959349593	3.36142520325203	3.29185650406504	3.46996016260163	3.4806	3.32740691056911	3.49266341463415	3.39219430894309	3.43004695121951	3.5368756097561	3.32262886178862	3.38170914634147	3.31589390243903	3.45443821138211	3.28330325203252	3.22774471544715	6.17284390243903	3.1660993902439	3.33732357723577	3.39430853658537	3.26780731707317	3.36331788617886	3.38726504065041	3.86088048780488	3.3541918699187	3.88362235772358	3.22596829268292	3.6346412601626	3.33694512195122	3.40633048780488	3.21676097560976	3.33093089430894	3.80718577235772	3.38809512195122	3.33905304878049	3.23575731707317	2.77792682926829	3.53134796747967	3.03255203252033	3.6236837398374	3.16919756097561	3.48527439024391	3.57680386178862	4.98093943089431	3.54400243902439	3.31348577235772	3.46146219512195	3.65945975609756	3.55735528455285	3.56676300813008	3.46340995934959	3.34631544715447	2.92792967479675	3.4810256097561	3.49666341463415	3.45396056910569	3.17934837398374	3.32926463414634	3.12454024390244	2.92190162601626	3.24247764227642	3.66232682926829	3.41846585365854	3.58045853658537	3.23397398373984	3.22189552845529	3.04960203252033	3.43110040650406	3.47833414634146	3.66556280487805	3.23469268292683	3.86113882113821	3.52281666666667	3.20971544715447	3.34729776422764	3.2203243902439	3.49705569105691	3.26044634146341	3.7784430894309	3.46954756097561	3.16644004065041	3.38558699186992	3.40714918699187	3.27331097560976	3.86139715447154	3.46878902439024	3.08994959349593
BIRC2	9.97823170731707	9.65371910569106	9.88884715447155	9.52314430894309	9.90408170731707	8.84804105691056	9.5921219512195	9.40580365853658	9.6973337398374	9.60768292682926	8.7149024390244	9.58081178861788	9.38163048780488	9.88113089430894	9.21469430894308	9.8129430894309	9.62314512195122	9.12031300813008	9.62487479674797	9.73556788617886	9.42505325203252	9.5420581300813	9.21620040650406	9.7548256097561	9.96414674796748	9.95210853658536	9.95677235772358	9.16072520325203	9.73830487804879	9.37661463414635	9.73700386178862	9.90494999999999	9.76808536585366	9.68632317073171	9.64330528455284	9.9406012195122	9.44712479674797	9.76142682926829	9.62984552845528	8.8909837398374	9.60955325203253	8.82188495934959	9.72059471544716	9.5921219512195	9.85037947154472	9.03288902439025	9.90795284552845	9.2969081300813	9.63222520325203	9.5921219512195	9.71566300813009	9.96521056910569	9.56661422764227	9.54377195121951	8.75557845528456	9.71207235772358	9.62798353658537	9.54655894308943	9.60129105691057	9.83257764227643	9.28205975609756	9.93763170731708	9.57022113821139	9.41667479674797	9.73461910569105	9.77290609756098	9.70592337398374	9.79486341463415	9.87735975609756	9.66953658536586	9.92489756097561	9.43427560975609	9.28682764227643	9.47197723577236	9.37366524390244	9.64528821138212	9.88023292682926	9.7822418699187	8.77463922764227	9.81706117886179	9.68820772357724	10.208424796748	9.31514024390244	9.61408373983739	9.80987926829268	9.60409837398374	10.0492467479675	9.96158699186991	9.79486341463415	9.83158130081301	9.8061581300813	9.45320040650407	9.85940081300813	8.63016341463414	9.44360772357724	9.70450365853658	9.18492520325203	9.02975569105691	9.56935609756098	9.56661422764227	9.82146178861789	9.46365	9.4495987804878	9.93267601626016	9.69362886178862	9.90035894308944	9.81478048780488	9.54842235772357	9.01059390243903	9.62662764227642	9.07692398373984	8.75764308943089	9.34232479674797	9.446168699187	9.52480914634146	9.71117723577236	9.92775325203252	9.42376036585366	9.76142682926829	9.89670081300813	9.67207804878049	9.80288048780488	9.74503130081301	9.44184593495935	9.82244593495935	9.58034512195121	9.78607764227642	9.77666422764227	9.33402886178862	9.89852113821138	9.8024081300813	9.48129918699187	9.62407439024389	9.85562113821138	8.63230304878049	9.39541910569105	9.4940731707317	9.94253089430894	8.65308069105691	9.42505325203252	9.44099959349593	9.89461138211382	9.86516544715447	8.80919227642276	9.42088699186992	9.9796268292683	9.29950569105691	9.79093821138211	9.60501300813007	9.27149227642277	9.33900975609756	9.43260975609756	9.18337520325204	9.19242947154472	9.96414674796748	8.98443170731708	9.67295203252033	9.24968211382114	8.95700630081301	9.01582479674797	9.4083756097561	9.59665772357724	8.67167642276422	9.27025284552846	8.90238130081301	9.87076910569106	8.79250162601626	9.38945040650406	8.98476727642277	9.57292154471544	9.25139918699187	8.82371869918699	9.59130406504065	9.06564451219512	9.3171506097561	9.52641829268293	8.57206910569105	9.05197357723577	9.11839390243903	9.10380528455285	8.79569471544716	9.10165772357724	8.92428780487805	9.30596747967479	9.82795162601626	9.91464756097561	9.08515853658537	9.22093861788618	9.31339593495935	9.05490569105691	9.71657357723576	9.39122357723577	9.50394512195121	8.8138337398374	9.52268861788618	9.18733170731707	9.3398349593496	9.19741219512195	9.47921056910569	9.13152601626016	8.97342865853658	8.7305174796748	9.42255731707317	9.04315772357723	9.10165772357724	9.28365284552846	9.2535731707317	8.61583658536585	8.99181300813008	9.56472398373983	9.43347073170732	9.08060447154472	8.24191382113821	8.55949593495935	9.25876138211382	9.37148739837399	9.43001666666667	8.95959552845529	9.28205975609756	9.21157560975609	9.27643170731707	9.18807235772359	9.14292886178861	8.88125772357724	9.43347073170732	9.4727930894309	8.5937418699187	9.50041544715447	9.89952398373983	9.18879959349594	9.39367479674797	9.80335284552845	9.3143081300813	9.61056056910569	9.31514024390244	9.95677235772358	9.82517804878049	9.61909532520325	8.83874390243902	9.37577195121951	9.34819105691057	9.57581422764227	9.37748943089431	9.69093292682927	8.62766951219512	9.1950975609756
BRAF	3.20482845528455	3.55908333333333	3.11497743902439	3.44737113821138	2.99697032520325	2.95701829268293	3.77039959349593	3.39007073170732	3.18224959349594	3.12581422764228	4.07755081300813	3.01664349593496	3.33411951219512	2.90995162601626	3.35473292682927	3.72843699186992	3.59282682926829	3.5340756097561	3.63682723577236	3.4810256097561	2.72455894308943	3.22860081300813	4.0235406504065	3.19836890243902	3.2719162601626	3.79271544715447	3.54376971544715	3.54861260162602	3.54629593495935	3.92486056910569	3.69169593495935	3.38641097560976	3.23747154471545	3.55437459349593	3.77092967479675	3.25713150406504	3.55296971544715	3.35768150406504	3.78580447154472	3.75982520325203	3.23888130081301	3.16480670731707	3.31729593495935	3.72578983739837	3.5867093495935	3.28518252032521	3.35362967479675	3.33373495934959	3.46363048780488	3.41716463414634	3.50527682926829	3.35400487804878	3.04414918699187	3.17242642276423	3.84602723577236	3.37965284552846	3.86496666666667	3.66204166666666	3.17215121951219	3.40013902439024	3.40516219512195	3.3478743902439	3.00901422764228	3.94531869918699	3.1082674796748	3.38391463414634	3.33411951219512	3.2203243902439	3.33578008130081	3.27846544715447	3.49266341463415	3.10099430894309	3.32968292682927	3.5401575203252	3.15173841463415	3.36720955284553	3.0922093495935	3.40612845528455	3.47568008130081	3.23641056910569	2.88786382113821	3.22122682926829	2.94183821138211	3.10917926829268	4.33069146341464	3.66503821138211	3.5458069105691	3.09899837398374	3.70677784552845	3.74678495934959	3.22358902439025	3.84072520325203	3.21145	3.3930174796748	3.01585040650406	3.19075650406504	2.93228008130081	3.40350203252033	3.62705528455285	3.35249146341463	3.32968292682927	3.62802113821138	3.24029837398374	3.07934552845528	3.29843048780488	3.50303170731707	3.26080203252032	3.17503333333333	3.41042804878049	3.17597418699187	2.93204146341463	3.70701016260162	3.12471260162602	3.67286951219512	2.97297317073171	3.37656829268293	3.31917967479675	3.28999512195122	3.53312886178862	3.1082674796748	2.92225284552845	3.68680406504065	3.44962398373984	3.37419146341463	3.23782276422764	3.04383008130081	3.47789390243902	3.47524105691057	2.90881788617886	3.41887601626016	3.01708414634146	3.17469166666667	3.05883414634146	3.49141260162602	4.01556422764227	3.54219105691057	3.3104081300813	3.7635325203252	2.72857967479675	2.73781808943089	3.2232349593496	3.84792052845528	3.58614512195122	3.79297296747967	3.12565792682927	3.56403292682927	3.30206544715447	3.41924715447155	3.3665918699187	3.84847113821138	2.89826138211382	3.52418089430894	3.59632195121951	3.47811402439024	3.3775343495935	3.68333780487805	3.42034024390244	3.04945792682927	3.26160203252032	3.90139268292683	3.93623211382114	3.51001829268293	3.72578983739837	3.68284674796748	3.19236463414634	3.8780093495935	3.54263414634146	3.45006463414634	4.05696544715447	3.44587642276423	3.6393243902439	3.60560650406504	4.17431504065041	3.47789390243902	3.70445772357723	3.41906158536585	3.85980406504065	4.27713739837398	3.64713943089431	3.02604593495935	3.79632032520325	3.57487642276423	3.58372804878049	3.66676910569106	3.8564743902439	3.39049959349594	3.94725040650406	3.78662357723577	3.63587398373984	3.15325487804878	3.15011910569106	3.04842032520326	3.1196987804878	3.9579162601626	3.41186077235772	4.37284837398374	2.9628337398374	3.25937113821138	3.26306300813008	3.20149349593496	3.71603333333333	4.3036674796748	3.34233536585366	3.19724471544715	3.75207357723577	3.79425203252032	4.09108211382114	3.0318819105691	3.59679430894309	3.36778170731707	2.95002926829269	4.41613211382114	3.96370406504065	3.50914756097561	3.5867093495935	3.56588292682927	4.2114168699187	3.98173861788618	3.58992520325203	3.22826483739837	3.88302926829269	4.17585589430894	3.28363780487805	3.02426097560975	3.84124024390244	3.39219430894309	3.48504390243903	3.6250581300813	3.62483617886179	3.28445406504065	2.93686219512195	3.63682723577236	3.87686260162602	3.55778699186992	3.17077073170732	3.39260731707317	3.10336300813008	3.2072837398374	3.96309146341463	3.71396707317073	3.17077073170732	3.3317418699187	3.3595162601626	3.53134796747967	4.0161906504065	3.74501300813008
CCND1	7.00362154471545	5.90743109756098	7.03188617886179	6.43218089430894	5.97580569105692	5.40921138211382	6.30503252032521	6.62636829268293	6.36784918699187	5.38454593495935	6.05472032520325	6.12084227642276	6.13272764227643	6.13520101626016	5.44534146341464	6.09790975609756	6.25657195121951	5.64737926829268	5.96255772357723	6.09837886178861	6.35512439024391	6.5543837398374	6.57435203252033	6.09556951219512	6.7393243902439	5.45555162601626	5.92647134146341	4.88003983739837	6.2220762195122	5.89566565040651	6.31545772357723	5.58223455284553	6.27804268292683	6.0125487804878	6.09181707317073	6.81750528455284	6.07342357723577	7.07189715447155	6.39408658536586	5.97367987804878	5.52443495934959	5.49735	6.61669735772357	6.27956951219512	6.47391910569106	6.6528075203252	6.81791544715447	6.32320081300813	6.24459268292683	6.53701260162602	6.21244512195122	7.04531178861788	7.30123719512195	6.88458658536586	6.21419146341463	7.0047575203252	6.20015284552845	6.25746788617886	6.1807731707317	6.81395609756098	6.46746788617886	5.71536544715447	6.85845081300813	7.09042926829268	6.16222113821138	6.38831788617886	6.41956504065041	6.4437743902439	7.21857317073171	6.46766646341463	6.67286585365854	6.84869268292683	7.87325121951219	6.44283048780489	6.88881341463415	6.6592406504065	6.59027154471545	6.53024024390244	6.42707357723577	6.29633008130082	6.19219674796748	7.58208089430895	6.46472723577236	7.06822886178862	6.63933130081301	6.86952479674797	5.7779987804878	5.66834552845529	7.61031097560975	6.15552581300813	7.17593678861789	7.08299227642276	7.11502560975609	6.11223170731707	6.79791463414634	7.04686808943089	6.18343170731707	5.24615325203252	6.60814918699187	6.9788081300813	6.44769024390244	6.39583699186992	7.05380365853659	6.11732845528455	5.86523739837398	6.69073495934959	6.06170487804878	5.97345	6.43793130081301	6.42544715447155	6.45543455284553	6.99803536585366	7.22518333333333	7.31918536585366	6.95300081300813	7.48802154471545	7.0650768292683	6.24105406504066	5.82606504065041	6.54630528455284	5.10714146341463	6.18231768292683	5.79656768292683	6.27252113821138	6.2070162601626	6.56365081300813	6.1944569105691	6.26951341463415	7.14815386178862	6.69335894308943	7.04486991869919	6.66675650406504	7.2009918699187	6.63373211382114	5.88009837398374	6.48585487804878	6.24597764227642	5.64454634146342	5.8764012195122	6.1649093495935	6.89036097560975	6.60168617886179	6.43711626016261	6.31026321138211	6.64003272357723	5.90393821138211	7.31190162601626	6.96574105691057	8.05750325203252	7.75041138211382	8.44769451219512	8.65719065040651	8.12243252032519	7.96098983739837	8.62263861788617	7.95738841463415	8.73882703252033	8.21890609756098	8.45539918699187	7.58997195121951	7.4824918699187	7.9376093495935	7.72539430894309	8.49608699186992	8.86969227642277	8.71820081300813	7.70335569105691	7.47862642276422	7.07500325203252	7.32280365853658	9.20054471544715	7.8943418699187	7.00024674796748	8.11064268292683	7.47371341463415	7.8752	9.18090162601626	9.21773983739838	8.36657276422765	8.61642804878049	9.1784162601626	8.3884256097561	8.42667723577236	8.25653577235772	8.92033821138211	8.38392764227642	8.14176585365853	8.31375284552846	8.37320894308943	8.30159695121951	7.41707764227642	8.04180569105691	7.11230081300813	7.87714024390244	6.6494674796748	7.81015650406504	7.66557357723577	9.1414243902439	8.45421300813008	7.76635203252032	8.49198617886178	7.50515447154472	6.82327113821137	8.67456138211382	8.91761056910569	8.09357682926829	7.0340487804878	9.52088780487805	8.2026418699187	8.36285853658536	7.97293292682927	7.99998130081302	7.49730609756098	8.65777113821138	9.20768333333333	7.53726219512195	7.94203821138211	8.26999390243903	8.1018174796748	8.52204634146342	7.29547906504065	8.59008089430895	8.57151056910569	7.61910467479675	8.53539837398374	7.86211707317073	8.28738089430895	7.4791256097561	8.03368130081301	7.57091707317073	8.16210081300814	7.03358780487805	8.5341674796748	7.46909471544715	8.21234369918699	7.96396585365853	7.98980040650406	8.18906869918699	9.01059390243903	8.05948414634146	8.70784959349595	6.43103475609756	7.20822113821139	8.66912235772357	7.9405337398374	8.5568006097561
CCNE1	5.04685975609756	4.53132154471544	4.39738617886179	4.44410243902439	4.32243211382114	4.5874150406504	4.82037886178862	4.6893406504065	4.35015650406504	3.60916321138211	4.93073048780488	4.28243902439025	4.68345569105691	4.9316174796748	4.66158455284553	4.6436987804878	4.57038943089431	4.67550548780488	4.87613577235773	4.44123191056911	4.61572154471545	4.53132154471544	5.02516666666667	4.94113455284553	4.04925569105691	3.51894918699187	4.43759288617886	4.35917195121951	4.10934308943089	5.12682520325203	4.99060447154472	4.9153662601626	4.57463780487805	4.55562540650407	4.33885853658537	4.47281666666667	5.0856743902439	4.64903780487805	4.28243902439025	4.20927032520325	4.55593577235772	4.07669369918699	4.01792195121951	4.70694715447155	4.71878048780488	4.10470609756098	3.9101162601626	4.36258902439025	4.88868455284553	4.68821666666667	4.49420894308943	4.71576056910569	4.28276178861789	5.38689471544715	3.96108130081301	4.79849959349594	4.67390650406504	5.14378821138211	5.47496341463414	4.15377032520325	5.37205609756098	4.71878048780488	4.7704256097561	5.41152906504065	5.02055487804878	4.19778617886179	5.0214343495935	4.28796300813008	3.73508739837398	4.81471585365854	4.68586504065041	3.69981300813008	3.55459756097561	5.29414634146342	4.97163780487805	4.79442154471545	4.71729471544715	4.43487601626016	4.35706016260162	4.69913170731708	3.98843455284553	4.84856341463414	4.75841382113821	4.98248089430894	5.09203414634146	4.96043292682927	4.74202235772358	4.09457398373984	4.51631300813008	4.28796300813008	4.83263008130081	5.11340284552846	4.56073475609756	5.00542845528455	3.79213902439024	4.36862764227642	3.35211991869919	4.72531910569106	4.18017743902439	3.9590581300813	4.35330955284553	4.80085447154471	5.29627804878049	4.64309593495935	4.33448780487805	4.44061829268293	4.4313843495935	4.77950447154471	4.2318831300813	4.94943821138212	2.37047845528455	4.10351869918699	4.53974756097561	4.86337520325203	3.5908662601626	3.5867093495935	4.27422032520325	5.16935853658536	4.77548211382114	4.58805284552845	4.92338211382114	4.92113983739837	4.5862162601626	4.35977642276423	4.65447479674797	3.6793906504065	5.10434349593496	5.13905	3.91576422764228	4.15347865853659	4.51271260162601	5.03386097560975	4.24120772357723	4.26413211382114	4.41613211382114	4.9009162601626	5.36182479674797	4.71454268292683	4.21544471544716	4.34681097560976	4.55821077235773	4.93995894308943	4.37035406504065	3.61127886178862	4.21298821138211	4.51660426829268	4.09108211382114	3.79060894308943	6.55830040650406	5.91550020325204	6.2389674796748	6.49842886178862	6.06550650406504	5.44866016260162	5.51857073170732	6.9437581300813	6.80939471544715	6.12595284552845	6.65965040650406	6.4182337398374	6.11001178861789	5.47496341463414	5.7589487804878	8.21180975609756	6.43527235772358	5.90136117886179	5.05738821138211	6.39408658536586	6.51413617886178	5.27107723577236	6.23287642276422	7.19570081300813	6.18792947154471	4.58557073170732	6.4277825203252	5.45317032520325	5.59505243902439	5.77706422764227	5.89968943089431	7.08559430894309	6.74661707317073	5.89404471544716	6.92858719512195	7.65707845528454	7.80335406504065	6.97531544715447	5.74345772357723	6.75777113821138	7.75561382113821	6.08485284552845	5.95129065040651	5.44373130081301	4.23129451219512	5.90347723577236	7.23815650406504	8.11273943089431	6.96256422764228	6.94753597560975	5.94164146341463	6.75429796747968	7.05972357723577	5.8820093495935	3.67623638211382	7.21996219512195	6.26530284552846	6.01303130081301	6.38558170731707	5.27437195121951	7.04574268292683	6.19242784552846	5.38454593495935	6.05129695121951	6.74218699186992	6.18860609756098	7.67487642276422	4.78122642276423	5.62497235772357	4.99792845528455	5.57399430894309	5.81767764227642	5.89302926829268	6.51854674796748	6.32361504065041	4.50420325203252	6.97465508130082	6.3914418699187	6.80354105691057	5.34990203252032	5.64786016260162	6.01073455284553	3.69882235772358	5.95328780487805	5.96733455284553	6.88458658536586	6.35756646341463	6.28832479674797	4.97484756097561	6.74262276422764	7.7745650406504	6.9124593495935	6.34426951219512	5.41547764227643	4.06132682926829	6.6460650406504	5.47496341463414	6.28361443089431
